KR,\' = '\n',"-' = ','",,,,,,
,ID,keyName,"Type(Bubble,Quest)",dialogueName,,index,optionString,mainText
0~499 Day Event,,,,,,,,
500~999 Story,,,,,,,,
1000~1999 퀘스트보드,,,,,,,,
2000~9999 NPC이벤트,,,,,,,,
,,,,,,,,
,,,,,,,,
,501,Opening_1,Bubble,,,0,,………………
,,,,,,1,,에휴- 나도 모험다운 모험 좀 하고 싶다.
,,,,,,2,,언제까지 이 던전에서 죽치고 있어야 할까?
,,,,,,3,,남들은 다들 인기 있는 던전이나 \자원이 넘쳐나는 던전을 다니는데…
,,,,,,4,,…………뭐- 내가 실력이 없는 걸 누구 탓하겠어.
,,,,,,5,,그래도 이 던전만큼은 빠삭하니까. \…거의 제2의 집이나 다름없달까?
,,,,,,6,,……………………………
,,,,,,7,,헛소리 그만하고 짐이나 챙겨서 돌아가자.
,,,,,,,,
,502,Opening_2,Bubble,,,0,,응?
,,,,,,1,,저런 곳에 왜 전이진이…
,,,,,,2,,몇 년을 이 던전을 다니면서 처음 보는걸.
,,,,,,3,,내가 이 던전에 모르는 곳도 있다니…
,,,,,,4,,궁금하니 한 번 가볼까?
,,,,,,,,
,503,Opening_3,Bubble,,,0,,…………………
,,,,,,1,,뭔가 이질감이 가득한걸.
,,,,,,2,,혹시 다른 던전으로 전이된 게 아닐까?
,,,,,,3,,가끔 그런 전이진도 있다고 들었는데…
,,,,,,4,,아니- 그치만 초보자 던전에 그런 게 있을 리가?
,,,,,,5,,흠… 앞에 뭔가 쓰여 있는 것 같아.
,,,,,,,,
,,,,,,,,
,504,Opening_4,Bubble,,,0,@Target::Notice::Target,★☆초특급 희귀 찬스☆★
,,,,,,1,,이 던전을 마스터한 당신!!
,,,,,,2,,그런 당신에게 주어진 단 한번의 기회!!
,,,,,,3,,던전의 등급을 5단계로 올리시면 무려!!
,,,,,,4,,이 던전의 소유권을 드립니다!!\절대 다시 없을 행운의 찬스!!
,,,,,,5,,계약하시겠습니까??\<size=10>※거부시 강제 계약
,,,,,,6,@Target::Player::Target,……뭐야 이 사기광고같은 설명은?
,,,,,,7,,아무나 클리어하는 초보자던전에 마스터는 무슨…
,,,,,,8,,그리고 던전에 소유권이란게 있었나?
,,,,,,9,,음… 어딘가 입장료를 받는 던전이 있다곤 들었는데…
,,,,,,10,,…………진지하게 생각하는게 바보같군.
,,,,,,11,,누군가 장난을 쳐놓은건가?
,,,,,,12,,그치만 이 던전에 이런 공간은 처음봤고…
,,,,,,13,,누군가 와서 장난친 거라면 내가 모를 리가 없을 텐데…
,,,,,,14,,그보다 뒤쪽의 알은 뭐지?\던전 등급이라는 건 또 뭐고.
,,,,,,15,,애초에 내가 어떻게 던전의 등급을 올릴 수 있다는 거야?
,,,,,,16,,그런 방법이 있다면 진작\이 던전을 좀 더 풍족하게 만들었을 텐데…
,,,,,,17,@Target::Notice::Target,던전 마스터의 의사를 확인했습니다.
,,,,,,18,,던전 마스터의 의사에 따라 계약이 진행됩니다.
,,,,,,19,,기간은 30일이며 실패시 영혼이 회수됩니다.
,,,,,,20,,그럼 화이팅!!
